feature_staticMethods_mean,feature_maxNestedBlocks_mean,feature_maxNestedBlocks_std,feature_uniqueWordsQty_mean,feature_staticMethods_std,feature_totalMethods_mean,feature_privateMethods_mean,feature_subClassesQty_mean,feature_cbo_mean,feature_uniqueWordsQty_std,feature_modifiers_max,feature_returnQty_mean,feature_publicMethods_mean,feature_anonymousClassesQty_mean,feature_dit_mean,Instances,algo_cosine_average_10,algo_cosine_average_15,algo_cosine_average_20,algo_cosine_average_25,algo_cosine_average_5,algo_cosine_average_7,algo_cosine_complete_10,algo_cosine_complete_15,algo_cosine_complete_20,algo_cosine_complete_25,algo_cosine_complete_5,algo_cosine_complete_7,algo_cosine_single_10,algo_cosine_single_15,algo_cosine_single_20,algo_cosine_single_25,algo_cosine_single_5,algo_cosine_single_7,algo_euclidean_average_10,algo_euclidean_average_15,algo_euclidean_average_20,algo_euclidean_average_25,algo_euclidean_average_5,algo_euclidean_average_7,algo_euclidean_complete_10,algo_euclidean_complete_15,algo_euclidean_complete_20,algo_euclidean_complete_25,algo_euclidean_complete_5,algo_euclidean_complete_7,algo_euclidean_single_10,algo_euclidean_single_15,algo_euclidean_single_20,algo_euclidean_single_25,algo_euclidean_single_5,algo_euclidean_single_7,algo_manhattan_average_10,algo_manhattan_average_15,algo_manhattan_average_20,algo_manhattan_average_25,algo_manhattan_average_5,algo_manhattan_average_7,algo_manhattan_complete_10,algo_manhattan_complete_15,algo_manhattan_complete_20,algo_manhattan_complete_25,algo_manhattan_complete_5,algo_manhattan_complete_7,algo_manhattan_single_10,algo_manhattan_single_15,algo_manhattan_single_20,algo_manhattan_single_25,algo_manhattan_single_5,algo_manhattan_single_7
0.7032967032967034,0.7179487179487181,1.3274284783021415,56.058608058608066,2.847190974404726,11.684981684981684,1.358974358974359,0.1684981684981685,7.047619047619048,64.86142077852072,1025.0,4.435897435897437,8.835164835164836,1.6556776556776556,1.531135531135531,bkromhout-realm-java_v0.87.1,0.8238636363636364,0.8409090909090909,0.8494318181818181,0.9005681818181819,0.7045454545454546,0.7471590909090908,0.7301136363636364,0.7869318181818181,0.8096590909090909,0.8181818181818181,0.5710227272727273,0.6392045454545454,0.8835227272727273,0.9005681818181819,0.9090909090909091,0.9090909090909091,0.8210227272727273,0.8664772727272727,0.8153409090909091,0.8607954545454546,0.8892045454545454,0.9005681818181819,0.65625,0.7784090909090909,0.8352272727272727,0.8835227272727273,0.8948863636363636,0.9034090909090909,0.7897727272727273,0.8210227272727273,0.8465909090909091,0.8863636363636364,0.9034090909090909,0.90625,0.8011363636363636,0.8210227272727273,0.8977272727272727,0.9090909090909091,0.9176136363636364,0.9232954545454546,0.8522727272727273,0.8721590909090909,0.8721590909090909,0.8806818181818181,0.8977272727272727,0.8977272727272727,0.8267045454545454,0.8579545454545454,0.9034090909090909,0.9204545454545454,0.9204545454545454,0.9232954545454546,0.8607954545454546,0.8835227272727273
0.7032967032967034,0.7179487179487181,1.3274284783021415,56.0989010989011,2.847190974404726,11.695970695970695,1.358974358974359,0.1684981684981685,7.065934065934067,64.92785389971915,1025.0,4.43956043956044,8.857142857142858,1.6703296703296704,1.5274725274725274,bkromhout-realm-java_v0.87.2,0.8267045454545454,0.84375,0.8494318181818181,0.9005681818181819,0.7045454545454546,0.75,0.71875,0.7784090909090909,0.8011363636363636,0.8125,0.5681818181818181,0.625,0.8806818181818181,0.9005681818181819,0.9090909090909091,0.9090909090909091,0.8153409090909091,0.8636363636363636,0.8153409090909091,0.8664772727272727,0.8863636363636364,0.8948863636363636,0.6704545454545454,0.7784090909090909,0.8295454545454546,0.8778409090909091,0.8892045454545454,0.8977272727272727,0.7954545454545454,0.8238636363636364,0.84375,0.8835227272727273,0.8977272727272727,0.9005681818181819,0.7982954545454546,0.8181818181818181,0.8863636363636364,0.9090909090909091,0.9119318181818181,0.9176136363636364,0.8522727272727273,0.8721590909090909,0.8721590909090909,0.8778409090909091,0.8920454545454546,0.8920454545454546,0.8267045454545454,0.8551136363636364,0.9005681818181819,0.9090909090909091,0.9147727272727273,0.9176136363636364,0.8579545454545454,0.8835227272727273
0.7007299270072993,0.7153284671532847,1.3257047616861592,56.18248175182482,2.842289134458873,11.722627737226276,1.3576642335766422,0.1678832116788321,7.069343065693432,65.10641826512078,1025.0,4.430656934306569,8.89051094890511,1.6751824817518248,1.54014598540146,bkromhout-realm-java_v0.87.3,0.8011363636363636,0.8267045454545454,0.8323863636363636,0.8380681818181819,0.6704545454545454,0.7272727272727273,0.6704545454545454,0.7386363636363636,0.7698863636363636,0.7840909090909091,0.5170454545454546,0.5454545454545454,0.8693181818181819,0.8892045454545454,0.9005681818181819,0.90625,0.7954545454545454,0.8522727272727273,0.7840909090909091,0.84375,0.8636363636363636,0.8778409090909091,0.5880681818181819,0.7045454545454546,0.8153409090909091,0.8551136363636364,0.8693181818181819,0.8693181818181819,0.7130681818181819,0.7982954545454546,0.8409090909090909,0.8607954545454546,0.8806818181818181,0.8948863636363636,0.7613636363636364,0.8125,0.8778409090909091,0.8920454545454546,0.8977272727272727,0.9005681818181819,0.8267045454545454,0.8494318181818181,0.8636363636363636,0.8721590909090909,0.8835227272727273,0.8835227272727273,0.7869318181818181,0.84375,0.8806818181818181,0.8920454545454546,0.9005681818181819,0.90625,0.8323863636363636,0.8664772727272727
0.7007299270072993,0.7153284671532847,1.3257047616861592,56.18248175182482,2.842289134458873,11.722627737226276,1.3576642335766422,0.1678832116788321,7.069343065693432,65.10641826512078,1025.0,4.430656934306569,8.89051094890511,1.6751824817518248,1.54014598540146,bkromhout-realm-java_v0.87.4,0.7982954545454546,0.8238636363636364,0.8295454545454546,0.8352272727272727,0.6676136363636364,0.7244318181818181,0.6676136363636364,0.7357954545454546,0.7698863636363636,0.7840909090909091,0.5170454545454546,0.5426136363636364,0.8664772727272727,0.8863636363636364,0.8977272727272727,0.9034090909090909,0.7926136363636364,0.8494318181818181,0.7840909090909091,0.84375,0.8636363636363636,0.8778409090909091,0.5880681818181819,0.7045454545454546,0.8153409090909091,0.8551136363636364,0.8693181818181819,0.8693181818181819,0.7130681818181819,0.7982954545454546,0.8409090909090909,0.8607954545454546,0.8806818181818181,0.8948863636363636,0.7585227272727273,0.8096590909090909,0.8778409090909091,0.8920454545454546,0.8977272727272727,0.9005681818181819,0.8267045454545454,0.8494318181818181,0.8636363636363636,0.8721590909090909,0.8835227272727273,0.8835227272727273,0.7869318181818181,0.84375,0.8806818181818181,0.8920454545454546,0.9005681818181819,0.90625,0.8323863636363636,0.8664772727272727
0.7032967032967034,0.7179487179487181,1.3274284783021415,56.28571428571429,2.847190974404726,11.765567765567765,1.362637362637363,0.1684981684981685,7.087912087912088,65.14411947767049,1025.0,4.446886446886447,8.923076923076922,1.6923076923076923,1.5274725274725274,bkromhout-realm-java_v0.87.5,0.8039772727272727,0.8238636363636364,0.8267045454545454,0.8323863636363636,0.6477272727272727,0.7215909090909092,0.6732954545454546,0.7414772727272727,0.7727272727272727,0.7755681818181819,0.5255681818181819,0.53125,0.8607954545454546,0.8806818181818181,0.8920454545454546,0.8977272727272727,0.7755681818181819,0.8380681818181819,0.7982954545454546,0.8494318181818181,0.8693181818181819,0.8778409090909091,0.6164772727272727,0.75,0.8238636363636364,0.8579545454545454,0.8721590909090909,0.8721590909090909,0.7386363636363636,0.8153409090909091,0.8295454545454546,0.8607954545454546,0.8806818181818181,0.8920454545454546,0.7357954545454546,0.7954545454545454,0.8806818181818181,0.9005681818181819,0.8977272727272727,0.9005681818181819,0.8409090909090909,0.8522727272727273,0.8664772727272727,0.8664772727272727,0.8806818181818181,0.8806818181818181,0.8153409090909091,0.8465909090909091,0.8835227272727273,0.9005681818181819,0.9005681818181819,0.90625,0.84375,0.8721590909090909
0.6557377049180327,0.6885245901639344,1.291940905323181,56.96393442622951,2.7511077069401555,12.019672131147539,1.3081967213114754,0.15737704918032788,7.6229508196721305,67.16149535376339,1025.0,4.452459016393441,9.37704918032787,1.5704918032786883,1.4786885245901642,bkromhout-realm-java_v0.88.0,0.7840909090909091,0.8380681818181819,0.8465909090909091,0.9034090909090909,0.6931818181818181,0.71875,0.6903409090909092,0.8125,0.8693181818181819,0.8948863636363636,0.53125,0.6022727272727273,0.8693181818181819,0.8863636363636364,0.8920454545454546,0.8920454545454546,0.8153409090909091,0.8579545454545454,0.8380681818181819,0.8835227272727273,0.8977272727272727,0.90625,0.6448863636363636,0.7784090909090909,0.8806818181818181,0.9034090909090909,0.90625,0.9119318181818181,0.8039772727272727,0.8267045454545454,0.8522727272727273,0.8636363636363636,0.8892045454545454,0.8920454545454546,0.7926136363636364,0.8181818181818181,0.8920454545454546,0.9119318181818181,0.9176136363636364,0.9204545454545454,0.8721590909090909,0.8835227272727273,0.8806818181818181,0.8806818181818181,0.8977272727272727,0.9034090909090909,0.8352272727272727,0.8693181818181819,0.9005681818181819,0.9119318181818181,0.9204545454545454,0.9176136363636364,0.8693181818181819,0.8892045454545454
0.6764705882352942,0.7026143790849673,1.313159009882347,57.32679738562091,2.798694419408893,12.019607843137255,1.3235294117647058,0.16013071895424835,7.620915032679738,67.44876185866575,1025.0,4.450980392156863,9.366013071895424,1.568627450980392,1.4869281045751634,bkromhout-realm-java_v0.88.1,0.7727272727272727,0.8380681818181819,0.8465909090909091,0.8977272727272727,0.6818181818181819,0.7102272727272727,0.6818181818181819,0.8267045454545454,0.875,0.8806818181818181,0.5369318181818181,0.6136363636363636,0.8693181818181819,0.8892045454545454,0.8948863636363636,0.8948863636363636,0.8153409090909091,0.8551136363636364,0.8409090909090909,0.8806818181818181,0.8948863636363636,0.90625,0.6392045454545454,0.7755681818181819,0.8806818181818181,0.9034090909090909,0.90625,0.9119318181818181,0.8068181818181819,0.8465909090909091,0.8579545454545454,0.8664772727272727,0.8920454545454546,0.8948863636363636,0.7982954545454546,0.8238636363636364,0.8948863636363636,0.9119318181818181,0.9176136363636364,0.9204545454545454,0.8693181818181819,0.8863636363636364,0.8835227272727273,0.8835227272727273,0.8977272727272727,0.9034090909090909,0.8409090909090909,0.8721590909090909,0.9034090909090909,0.9119318181818181,0.9204545454545454,0.9176136363636364,0.8693181818181819,0.8920454545454546
0.6830065359477124,0.696078431372549,1.306647937729446,57.52614379084967,2.835519227894669,12.03921568627451,1.3235294117647058,0.16013071895424835,7.647058823529411,67.8653993505919,1025.0,4.457516339869281,9.38562091503268,1.6013071895424835,1.4803921568627452,bkromhout-realm-java_v0.88.2,0.7556818181818181,0.8238636363636364,0.8352272727272727,0.8409090909090909,0.6590909090909092,0.6846590909090908,0.6732954545454546,0.8125,0.875,0.8977272727272727,0.5227272727272727,0.6051136363636364,0.8693181818181819,0.8835227272727273,0.8920454545454546,0.8920454545454546,0.7869318181818181,0.84375,0.8210227272727273,0.8721590909090909,0.8835227272727273,0.8977272727272727,0.6079545454545454,0.75,0.8693181818181819,0.8977272727272727,0.8977272727272727,0.9034090909090909,0.7613636363636364,0.8267045454545454,0.84375,0.8579545454545454,0.8920454545454546,0.8948863636363636,0.7698863636363636,0.8096590909090909,0.8863636363636364,0.90625,0.9119318181818181,0.9147727272727273,0.8607954545454546,0.8806818181818181,0.875,0.8778409090909091,0.8948863636363636,0.8977272727272727,0.8295454545454546,0.8636363636363636,0.8948863636363636,0.9119318181818181,0.9147727272727273,0.9119318181818181,0.8607954545454546,0.8806818181818181
0.6807817589576547,0.6938110749185668,1.302609549094925,57.66123778501629,2.831150608134553,12.04885993485342,1.3159609120521172,0.15960912052117265,7.6482084690553735,68.01717316620638,1025.0,4.44299674267101,9.397394136807817,1.651465798045603,1.4592833876221498,bkromhout-realm-java_v0.88.3,0.7727272727272727,0.8210227272727273,0.8380681818181819,0.8380681818181819,0.6477272727272727,0.7272727272727273,0.6477272727272727,0.8267045454545454,0.8607954545454546,0.8721590909090909,0.5255681818181819,0.5710227272727273,0.8778409090909091,0.8948863636363636,0.8977272727272727,0.8977272727272727,0.8011363636363636,0.8551136363636364,0.8011363636363636,0.8636363636363636,0.8863636363636364,0.8920454545454546,0.6079545454545454,0.7443181818181819,0.8551136363636364,0.8835227272727273,0.8835227272727273,0.8835227272727273,0.7926136363636364,0.8210227272727273,0.8409090909090909,0.8693181818181819,0.9005681818181819,0.9090909090909091,0.7755681818181819,0.8181818181818181,0.8863636363636364,0.9090909090909091,0.90625,0.9119318181818181,0.8522727272727273,0.875,0.875,0.8806818181818181,0.8948863636363636,0.9005681818181819,0.8238636363636364,0.8607954545454546,0.8892045454545454,0.9034090909090909,0.9090909090909091,0.9119318181818181,0.8579545454545454,0.875
0.6794117647058824,0.6411764705882353,1.2946720059476675,57.49411764705882,3.0800796269602855,11.885294117647057,1.2558823529411764,0.14705882352941174,8.094117647058821,68.40170667183928,1025.0,4.4,9.355882352941176,1.5235294117647058,1.438235294117647,bkromhout-realm-java_v0.89.0,0.7301136363636364,0.7784090909090909,0.8494318181818181,0.8551136363636364,0.5909090909090908,0.6619318181818181,0.6335227272727273,0.7556818181818181,0.7954545454545454,0.8096590909090909,0.48011363636363635,0.5170454545454546,0.8238636363636364,0.8465909090909091,0.8607954545454546,0.8636363636363636,0.7613636363636364,0.8011363636363636,0.75,0.7982954545454546,0.8352272727272727,0.8380681818181819,0.5823863636363636,0.6789772727272727,0.8125,0.8352272727272727,0.8409090909090909,0.8465909090909091,0.7414772727272727,0.7784090909090909,0.8267045454545454,0.8522727272727273,0.8607954545454546,0.8693181818181819,0.7528409090909091,0.8068181818181819,0.8551136363636364,0.8579545454545454,0.8721590909090909,0.8778409090909091,0.8125,0.8323863636363636,0.8153409090909091,0.8267045454545454,0.8323863636363636,0.8664772727272727,0.7840909090909091,0.8068181818181819,0.8522727272727273,0.8636363636363636,0.875,0.8778409090909091,0.8153409090909091,0.8409090909090909
